,data,features_cat,features_num,protected_attributes,p_att_description,target,etas,feat_dictionary,technique,model,dir_name,model_type,disparate_impact,statistical_parity_difference,equal_opportunity_difference,accuracy,eta,fs
197,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_age_bins_>=60000,fair_model,0.2378283232547729,-0.0486464124733057,-0.0837469902890463,0.8606325706594885,20.0,bsfs
198,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_age_bins_>=70000,fair_model,0.2375943204152076,-0.047724512538422,-0.0985398219689947,0.9020188425302826,1.0,bsfs
199,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_age_bins_>=70000,fair_model,0.4051155332876692,-0.0189276745417722,0.0116785519378954,0.8943472409152086,10.0,bsfs
200,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_age_bins_>=70000,fair_model,0.4051155332876692,-0.0189276745417722,0.0116785519378954,0.8943472409152086,20.0,bsfs
201,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=80000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_age_bins_>=80000,fair_model,0.3364977988277026,-0.0253044989967789,-0.0116773146739681,0.9279273216689098,1.0,bsfs
202,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=80000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_age_bins_>=80000,fair_model,0.346762320542606,-0.0233419407880326,-0.0082091065814826,0.9287348586810228,10.0,bsfs
203,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=80000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_age_bins_>=80000,fair_model,0.5489726667138212,-0.004726450323047,0.0424779434134469,0.9184387617765816,20.0,bsfs
204,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=90000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_age_bins_>=90000,fair_model,0.4339066096678724,-0.019734822741228,0.0814176245210727,0.9518169582772544,1.0,bsfs
205,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=90000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_age_bins_>=90000,fair_model,0.2217524244679439,-0.0257742791269113,-0.1024904214559387,0.9486541049798116,10.0,bsfs
206,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=90000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_age_bins_>=90000,fair_model,0.6870770255073664,-0.0029454140879557,0.0812534209085933,0.9412516823687752,20.0,bsfs
207,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=10000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_gender_>=10000,fair_model,1.0,0.0,0.0,0.800807537012113,1.0,bsfs
208,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=10000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_gender_>=10000,fair_model,1.0,0.0,0.0,0.800807537012113,10.0,bsfs
209,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=10000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_gender_>=10000,fair_model,1.0,0.0,0.0,0.800807537012113,20.0,bsfs
210,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_gender_>=20000,fair_model,0.0893360160965794,-0.9106639839034204,-0.841789667896679,0.6627187079407806,1.0,bsfs
211,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_gender_>=20000,fair_model,0.2511066398390342,-0.7488933601609657,-0.6849630996309963,0.6543741588156123,10.0,bsfs
212,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_gender_>=20000,fair_model,0.2505030181086519,-0.7494969818913482,-0.6863468634686347,0.6541722745625841,20.0,bsfs
213,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_gender_>=30000,fair_model,0.2562373551137596,-0.1933111139242712,-0.1318525370875084,0.6306864064602961,1.0,bsfs
214,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_gender_>=30000,fair_model,0.7360715671402893,-0.0478328900897779,-0.0305808821343377,0.5936069986541049,10.0,bsfs
215,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_gender_>=30000,fair_model,0.9357787026650008,-0.0106272874365693,0.0122792636087129,0.5888963660834455,20.0,bsfs
216,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_gender_>=40000,fair_model,0.2119238679265672,-0.1140792001641838,-0.0924201291096851,0.7255047106325706,1.0,bsfs
217,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_gender_>=40000,fair_model,0.2119238679265672,-0.1140792001641838,-0.0924201291096851,0.7255047106325706,10.0,bsfs
218,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_gender_>=40000,fair_model,0.2119238679265672,-0.1140792001641838,-0.0924201291096851,0.7255047106325706,20.0,bsfs
219,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_gender_>=50000,fair_model,0.1993127821125171,-0.1035157618090121,-0.1094584458445844,0.8022207267833109,1.0,bsfs
220,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_gender_>=50000,fair_model,0.1993127821125171,-0.1035157618090121,-0.1094584458445844,0.8022207267833109,10.0,bsfs
221,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_gender_>=50000,fair_model,0.1993127821125171,-0.1035157618090121,-0.1094584458445844,0.8022207267833109,20.0,bsfs
222,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_backward at 0x7f5ed0a1a290>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_backward_fair_classifier_gender_>=60000,fair_model,0.2600738864165088,-0.0505659491570855,-0.0725775554584257,0.8674966352624496,1.0,bsfs
